sample,Library_genotype,StudyName,genotype,SampleID,Lane,Processing,Type,Biopsy_type,Tissue_sampled,Spatial_location,Ectopic_group,Group,BiopsyType_old,Tissue,Treatment,10x kit,Donor,multiplexed,hashing,genotyped,discard_lowQC,QC,comments
GSM6574517,GSM6574517_Fonseca_7,Fonseca,Fonseca_7,Sample13,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_7,no,no,no,no,,
GSM6574516,GSM6574516_Fonseca_7,Fonseca,Fonseca_7,Sample12,0,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_7,no,no,no,no,,
GSM6574514,GSM6574514_Fonseca_7,Fonseca,Fonseca_7,Sample10,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_7,no,no,no,no,,
GSM6574521,GSM6574521_Fonseca_8,Fonseca,Fonseca_8,Sample17,0,Fresh,Cells,Ectopic_NoEndometriosis,ectopic_peritoneum_no_lesion,rectal serosa,N/A,Colon_Superficial,Ctrl_Colon,Colon,,3',Fonseca_8,no,no,no,no,,
GSM6574518,GSM6574518_Fonseca_8,Fonseca,Fonseca_8,Sample14,0,Fresh,Cells,Ectopic_NoEndometriosis,ectopic_peritoneum_no_lesion,anterior cul de sac & pelvic side wall,N/A,Ctrl_peritoneum,Ctrl_Peritoneum,Peritoneum,,3',Fonseca_8,no,no,no,no,,
GSM6574520,GSM6574520_Fonseca_8,Fonseca,Fonseca_8,Sample16,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_8,no,no,no,no,,
GSM6574519,GSM6574519_Fonseca_8,Fonseca,Fonseca_8,Sample15,0,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_8,no,no,no,no,,
GSM6574524,GSM6574524_Fonseca_9,Fonseca,Fonseca_9,Sample20,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_9,no,no,no,no,,
GSM6574527,GSM6574527_Fonseca_9,Fonseca,Fonseca_9,Sample23,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_9,no,no,no,no,,
GSM6574525,GSM6574525_Fonseca_9,Fonseca,Fonseca_9,Sample21,0,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_9,no,no,no,no,,
GSM6574522,GSM6574522_Fonseca_9,Fonseca,Fonseca_9,Sample18,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_9,no,no,no,no,,
GSM6574523,GSM6574523_Fonseca_9,Fonseca,Fonseca_9,Sample19,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_9,no,no,no,no,,
GSM6574526,GSM6574526_Fonseca_9,Fonseca,Fonseca_9,Sample22,0,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_9,no,no,no,no,,
UA_Endo12821482,UA_Endo12821482_FX0024,Marecckovaa,FX0024,UA_Endo12821482,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX0024,no,no,no,no,,
UA_Endo12821485,UA_Endo12821485_FX0065,Marecckovaa,FX0065,UA_Endo12821485,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX0065,no,no,no,no,,
UA_Endo12821483,UA_Endo12821483_FX1080,Marecckovaa,FX1080,UA_Endo12821483,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1080,no,no,no,no,,
UA_Endo10281923,UA_Endo10281923_FX1101,Marecckovaa,FX1101,UA_Endo10281923,20,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,FT,Percoll,3' v3.1,FX1101,no,no,no,yes,outlier,clogged reaction
UA_Endo10281924,UA_Endo10281924_FX1101,Marecckovaa,FX1101,UA_Endo10281924,20,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,FT,Buffer A/B,3' v3.1,FX1101,no,no,no,yes,redundant,mostly MUC5B
UA_Endo10281925,UA_Endo10281925_FX1101,Marecckovaa,FX1101,UA_Endo10281925,20,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,FT,Percoll,3' v3.1,FX1101,no,no,no,no,,
UA_Endo10281926,UA_Endo10281926_FX1101,Marecckovaa,FX1101,UA_Endo10281926,20,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,FT,Percoll,3' v3.1,FX1101,no,no,no,no,,
UA_Endo10281927,UA_Endo10281927_FX1101,Marecckovaa,FX1101,UA_Endo10281927,20,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,FT,FACS,3' v3.1,FX1101,no,no,no,yes,redundant,
UA_Endo9426399,UA_Endo9426399_FX1146,Marecckovaa,FX1146,Endometriosis1_FT,15,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.1,FX1146,no,no,no,no,,
UA_Endo9426400,UA_Endo9426400_FX1146,Marecckovaa,FX1146,Endometriosis1_GF,15,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Trypsin,3' v3.1,FX1146,no,no,no,no,,
UA_Endo12821486,UA_Endo12821486_FX1174,Marecckovaa,FX1174,UA_Endo12821486,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1174,no,no,no,yes,,noisy and few genes detected
UA_Endo12821487,UA_Endo12821487_FX1191,Marecckovaa,FX1191,UA_Endo12821487,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1191,no,no,no,no,,
UA_Endo11596521,UA_Endo11596521_FX1236,Marecckovaa,FX1236,UA_Endo11596521,43281,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,None,3' v3.0,FX1236,no,no,no,no,,
UA_Endo10768582,UA_Endo10768582_FX1253,Marecckovaa,FX1253,Endometriosis3_LESION,100,Frozen,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,None,Coll.+Trypsin,3' v3.1,FX1253,no,no,no,no,,
UA_Endo10768581,UA_Endo10768581_FX1253,Marecckovaa,FX1253,Endometriosis3_WALL,100,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,None,Coll.+Trypsin,3' v3.1,FX1253,no,no,no,no,,
UA_Endo12680032,UA_Endo12680032_FX1259,Marecckovaa,FX1259,Endometriosis6_FT,44568,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,None,Trypsin,3' v3.1,FX1259,no,no,no,no,,
UA_Endo12821484,UA_Endo12821484_FX9010,Marecckovaa,FX9010,UA_Endo12821484,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX9010,no,no,no,no,,mostly MUC5B
UA_Endo12604668,UA_Endo12604668_FX9016,Marecckovaa,FX9016,UA_Endo12604668,44595,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX9016,no,no,no,no,,mostly MUC5B
UA_Endo12821488,UA_Endo12821488_FX9018,Marecckovaa,FX9018,UA_Endo12821488,44831,Frozen,Nuclei,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,None,3' v3.0,FX9018,no,no,no,no,,
GSM5572238_Ctrl-1,GSM5572238_Ctrl-1_GSM5572238,Lai,GSM5572238,GSM5572238_Ctrl-1,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Control_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572239_Ctrl-2,GSM5572239_Ctrl-2_GSM5572239,Lai,GSM5572239,GSM5572239_Ctrl-2,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Control_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572240_Ctrl-3,GSM5572240_Ctrl-3_GSM5572240,Lai,GSM5572240,GSM5572240_Ctrl-3,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Control_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572241_RIF-1,GSM5572241_RIF-1_GSM5572241,Lai,GSM5572241,GSM5572241_RIF-1,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,RIF_Superficial,RIF_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572242_RIF-2,GSM5572242_RIF-2_GSM5572242,Lai,GSM5572242,GSM5572242_RIF-2,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,RIF_Superficial,RIF_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572243_RIF-3,GSM5572243_RIF-3_GSM5572243,Lai,GSM5572243,GSM5572243_RIF-3,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,RIF_Superficial,RIF_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572244_RIF-4,GSM5572244_RIF-4_GSM5572244,Lai,GSM5572244,GSM5572244_RIF-4,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,RIF_Superficial,RIF_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572245_RIF-5,GSM5572245_RIF-5_GSM5572245,Lai,GSM5572245,GSM5572245_RIF-5,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,RIF_Superficial,RIF_Endometrium,None,Unknown,,,no,no,no,no,,
GSM5572246_RIF-6,GSM5572246_RIF-6_GSM5572246,Lai,GSM5572246,GSM5572246_RIF-6,0,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,RIF_Superficial,RIF_Endometrium,None,Unknown,,,no,no,no,no,,
FRZFRESH_GX25,FRZFRESH_GX25_ES345,Marecckovaa,GX25_ES345,endometriosis0_FT_FR,14,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.1,ES345,no,no,no,no,,
FRZFRESH_GX26,FRZFRESH_GX26_ES345,Marecckovaa,GX26_ES345,endometriosis0_GF_FR,14,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Trypsin,3' v3.1,ES345,no,no,no,no,,
FRZFRESH_GX27,FRZFRESH_GX27_ES345,Marecckovaa,GX27_ES345,endometriosis0_FT_FZ,14,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.1,ES345,no,no,no,no,,
FRZFRESH_GX28,FRZFRESH_GX28_ES345,Marecckovaa,GX28_ES345,endometriosis0_GF_FZ,14,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Trypsin,3' v3.1,ES345,no,no,no,no,,
UA_HUTER_sc10298018,UA_HUTER_sc10298018_INC04,Incliva,INC04,DONNOR-04-AST,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC04,no,no,no,no,,
UA_HUTER_sc10298019,UA_HUTER_sc10298019_INC04,Incliva,INC04,DONNOR-04-PST,39710,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC04,no,no,no,no,,
UA_HUTER_sc10298020,UA_HUTER_sc10298020_INC07,Incliva,INC07,DONNOR-07-AEP,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC07,no,no,no,no,,
UA_HUTER_sc10298021,UA_HUTER_sc10298021_INC07,Incliva,INC07,DONNOR-07-AST,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC07,no,no,no,no,,
UA_HUTER_sc10298022,UA_HUTER_sc10298022_INC07,Incliva,INC07,DONNOR-07-PEP,39710,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC07,no,no,no,no,,
UA_HUTER_sc10298023,UA_HUTER_sc10298023_INC07,Incliva,INC07,DONNOR-07-PST,39710,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC07,no,no,no,no,,
UA_HUTER_sc10298024,UA_HUTER_sc10298024_INC08,Incliva,INC08,DONNOR-08-AEP,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC08,no,no,no,no,,
UA_HUTER_sc10298025,UA_HUTER_sc10298025_INC08,Incliva,INC08,DONNOR-08-AST,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC08,no,no,no,no,,
UA_HUTER_sc10298026,UA_HUTER_sc10298026_INC08,Incliva,INC08,DONNOR-08-PST,39710,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC08,no,no,no,no,,
UA_HUTER_sc10298027,UA_HUTER_sc10298027_INC14,Incliva,INC14,DONNOR-14-AEP,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC14,no,no,no,no,,
UA_HUTER_sc10298028,UA_HUTER_sc10298028_INC14,Incliva,INC14,DONNOR-14-AST,39710,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC14,no,no,no,no,,
UA_HUTER_sc10298029,UA_HUTER_sc10298029_INC14,Incliva,INC14,DONNOR-14-PEP,39710,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC14,no,no,no,no,,
UA_HUTER_sc10298030,UA_HUTER_sc10298030_INC14,Incliva,INC14,DONNOR-14-PST,39710,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC14,no,no,no,no,,
UA_HUTER_sc10638776,UA_HUTER_sc10638776_INC34,Incliva,INC34,DONNOR-34-AEP,40057,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC34,no,no,no,no,,
UA_HUTER_sc10638777,UA_HUTER_sc10638777_INC34,Incliva,INC34,DONNOR-34-PEP,40057,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC34,no,no,no,no,,
UA_HUTER_sc10638778,UA_HUTER_sc10638778_INC34,Incliva,INC34,DONNOR-34-PST,40057,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC34,no,no,no,no,,
UA_HUTER_sc10638779,UA_HUTER_sc10638779_INC35,Incliva,INC35,DONNOR-35-PEP,40057,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC35,no,no,no,no,,
UA_HUTER_sc10638780,UA_HUTER_sc10638780_INC35,Incliva,INC35,DONNOR-35-PST,40057,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC35,no,no,no,no,,
UA_HUTER_sc11485585,UA_HUTER_sc11485585_INC45,Incliva,INC45,DONNOR-45-AEP,42668,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC45,no,no,no,no,,
UA_HUTER_sc11485586,UA_HUTER_sc11485586_INC45,Incliva,INC45,DONNOR-45-AST,42668,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC45,no,no,no,no,,
UA_HUTER_sc11485587,UA_HUTER_sc11485587_INC45,Incliva,INC45,DONNOR-45-PEP,42668,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC45,no,no,no,no,,
UA_HUTER_sc11485588,UA_HUTER_sc11485588_INC45,Incliva,INC45,DONNOR-45-PST,42668,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC45,no,no,no,no,,
UA_HUTER_sc11485589,UA_HUTER_sc11485589_INC47,Incliva,INC47,DONNOR-47-AEP,42668,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC47,no,no,no,no,,
UA_HUTER_sc11485590,UA_HUTER_sc11485590_INC47,Incliva,INC47,DONNOR-47-AST,42668,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC47,no,no,no,no,,
UA_HUTER_sc11485591,UA_HUTER_sc11485591_INC47,Incliva,INC47,DONNOR-47-PEP,42668,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC47,no,no,no,no,,
UA_HUTER_sc11485592,UA_HUTER_sc11485592_INC48,Incliva,INC48,DONNOR-48-AEP,42668,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC48,no,no,no,no,,
UA_HUTER_sc11485593,UA_HUTER_sc11485593_INC48,Incliva,INC48,DONNOR-48-AST,42668,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Collagenase,3' v3.1,INC48,no,no,no,no,,
UA_HUTER_sc11485594,UA_HUTER_sc11485594_INC48,Incliva,INC48,DONNOR-48-PEP,42668,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Trypsin,3' v3.1,INC48,no,no,no,no,,
UA_HUTER_sc12156353,UA_HUTER_sc12156353_INC51,Incliva,INC51,DONNOR-51-AEP,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Trypsin,3' v3.1,INC51,no,no,no,no,,
UA_HUTER_sc12156354,UA_HUTER_sc12156354_INC51,Incliva,INC51,DONNOR-51-PST,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Collagenase,3' v3.1,INC51,no,no,no,no,,
UA_HUTER_sc12156355,UA_HUTER_sc12156355_INC52,Incliva,INC52,DONNOR-52-A,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC52,no,no,no,no,,
UA_HUTER_sc12156356,UA_HUTER_sc12156356_INC52,Incliva,INC52,DONNOR-52-P,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC52,no,no,no,no,,
UA_HUTER_sc12156357,UA_HUTER_sc12156357_INC53,Incliva,INC53,DONNOR-53-A,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC53,no,no,no,no,,
UA_HUTER_sc12156358,UA_HUTER_sc12156358_INC53,Incliva,INC53,DONNOR-53-P,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC53,no,no,no,no,,
UA_HUTER_sc12156359,UA_HUTER_sc12156359_INC54,Incliva,INC54,DONNOR-54-A,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC54,no,no,no,no,,
UA_HUTER_sc12156360,UA_HUTER_sc12156360_INC54,Incliva,INC54,DONNOR-54-P,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC54,no,no,no,no,,
UA_HUTER_sc12156361,UA_HUTER_sc12156361_INC55,Incliva,INC55,DONNOR-55-A,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC55,no,no,no,no,,
UA_HUTER_sc12156362,UA_HUTER_sc12156362_INC55,Incliva,INC55,DONNOR-55-P,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC55,no,no,no,no,,
UA_HUTER_sc12156363,UA_HUTER_sc12156363_INC56,Incliva,INC56,DONNOR-56-A,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC56,no,no,no,no,,
UA_HUTER_sc12156364,UA_HUTER_sc12156364_INC56,Incliva,INC56,DONNOR-56-P,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC56,no,no,no,no,,
UA_HUTER_sc12156365,UA_HUTER_sc12156365_INC57,Incliva,INC57,DONNOR-57-A,43642,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC57,no,no,no,no,,
UA_HUTER_sc12156366,UA_HUTER_sc12156366_INC57,Incliva,INC57,DONNOR-57-P,43642,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC57,no,no,no,no,,
UA_HUTER_sc12826611,UA_HUTER_sc12826611_INC66,Incliva,INC66,DONNOR-66-Z1,44884,Fresh,Cells,Whole_Uterus,,Zslice1,N/A,Ctrl_whole_uterus,Organ_Donor,Zslice1,Coll.+Trypsin,3' v3.1,INC66,no,no,no,no,,
UA_HUTER_sc12826612,UA_HUTER_sc12826612_INC66,Incliva,INC66,DONNOR-66-Z2,44884,Fresh,Cells,Whole_Uterus,,Zscice2,N/A,Ctrl_whole_uterus,Organ_Donor,Zscice2,Coll.+Trypsin,3' v3.1,INC66,no,no,no,no,,
UA_HUTER_sc12826613,UA_HUTER_sc12826613_INC71,Incliva,INC71,DONNOR-71-A,44884,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC71,no,no,no,no,,
UA_HUTER_sc12826614,UA_HUTER_sc12826614_INC71,Incliva,INC71,DONNOR-71-P,44884,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC71,no,no,no,no,,
UA_HUTER_sc12826615,UA_HUTER_sc12826615_INC72,Incliva,INC72,DONNOR-72-A,44884,Fresh,Cells,Whole_Uterus,,Anterior,N/A,Ctrl_whole_uterus,Organ_Donor,Anterior,Coll.+Trypsin,3' v3.1,INC72,no,no,no,no,,
UA_HUTER_sc12826616,UA_HUTER_sc12826616_INC72,Incliva,INC72,DONNOR-72-P,44884,Fresh,Cells,Whole_Uterus,,Posterior,N/A,Ctrl_whole_uterus,Organ_Donor,Posterior,Coll.+Trypsin,3' v3.1,INC72,no,no,no,no,,
GSM4577315,GSM4577315_SAMN15049042,Wang,SAMN15049042,SRR11869240,13,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049042,no,no,no,no,,
GSM4577314,GSM4577314_SAMN15049043,Wang,SAMN15049043,SRR11869238,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049043,no,no,no,no,,
GSM4577313,GSM4577313_SAMN15049044,Wang,SAMN15049044,SRR11869236,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049044,no,no,no,no,,
GSM4577312,GSM4577312_SAMN15049045,Wang,SAMN15049045,SRR11869235,13,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049045,no,no,no,no,,
GSM4577311,GSM4577311_SAMN15049046,Wang,SAMN15049046,SRR11869233,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049046,no,no,no,no,,
GSM4577310,GSM4577310_SAMN15049047,Wang,SAMN15049047,SRR11869231,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049047,no,no,no,no,,
GSM4577309,GSM4577309_SAMN15049048,Wang,SAMN15049048,SRR11869229,12,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Coll.+Trypsin,3' v3.1,SAMN15049048,no,no,no,no,,
